"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Tuft","log2fold_change","Auc"
"203","Chat","hurdle",9.02331507689958e-30,-3.314885,-2.334312,0.980573,0.542
"142","Borcs5","hurdle",6.90158763805466e-06,-2.135622,-1.523408,0.612214,0.542
"104","Atp6v0a1","hurdle",1.57768965127899e-05,-2.630387,-1.977974,0.652413,0.542
"38","Acer3","hurdle",2.00485425310115e-05,-2.636959,-2.002468,0.634491,0.542
"965","Terf2","hurdle",0.000107532019436074,-2.179192,-1.596103,0.583089,0.541
"915","Spsb2","hurdle",0.000375848238500209,-2.326053,-1.753501,0.572552,0.541
"840","Serinc1","hurdle",0.000288347053486679,-1.732657,-1.220749,0.511908,0.541
"814","Rtn4ip1","hurdle",2.26562570740079e-09,-2.518951,-1.712513,0.806438,0.541
"667","Pacs2","hurdle",0.000151248169501582,-2.180792,-1.596103,0.584689,0.541
"638","Nmrk1","hurdle",0.00129385834608207,-2.008498,-1.488389,0.520109,0.541
"533","Lactb","hurdle",6.81096250535906e-06,-2.603676,-1.906891,0.696785,0.541
"425","H1fx","hurdle",0.000245441031271933,-2.309625,-1.692447,0.617178,0.541
"322","Etos1","hurdle",5.20117273128361e-31,-3.319577,-2.334312,0.985265,0.541
"293","Dtnb","hurdle",6.07118775233204e-05,-2.483639,-1.839146,0.644493,0.541
"257","Cyp20a1","hurdle",0.000360121739651606,-2.242935,-1.672657,0.570278,0.541
"152","C1qtnf4","hurdle",2.315496167232e-07,-2.67779,-1.906891,0.770899,0.541
"1038","Ttll11","hurdle",1.36783212913905e-27,-3.313714,-2.365744,0.94797,0.54
"928","St3gal2","hurdle",1.91165116149368e-17,-3.256366,-2.397877,0.858489,0.54
"900","Snx11","hurdle",8.49639270455565e-05,-2.576749,-1.953888,0.622861,0.54
"676","Pde4dip","hurdle",0.00173153043380839,-2.064002,-1.559298,0.504704,0.54
"584","Mef2d","hurdle",0.000615928686766721,-2.041543,-1.505792,0.535751,0.54
"561","Ltf","hurdle",8.42546366123396e-16,-3.23405,-2.27343,0.96062,0.54
"304","Ehbp1l1","hurdle",2.99255891788287e-05,-2.623844,-1.977974,0.64587,0.54
"294","Dusp14","hurdle",4.25411355979327e-14,-3.190428,-2.30355,0.886878,0.54
"143","Borcs6","hurdle",5.46626852579573e-06,-2.65983,-1.953888,0.705942,0.54
"87","Arl5a","hurdle",3.23475494831022e-05,-2.512893,-1.883954,0.628939,0.54
"967","Tiparp","hurdle",5.02957010631305e-06,-2.63989,-1.930198,0.709692,0.539
"909","Spats2","hurdle",5.81240287456868e-06,-2.373437,-1.732861,0.640576,0.539
"620","Narf","hurdle",9.17312132828778e-05,-2.613005,-2.002468,0.610537,0.539
"583","Mecp2","hurdle",3.08477834067768e-05,-1.836838,-1.264515,0.572323,0.539
"420","Gstm7","hurdle",0.00187355580380248,-2.135622,-1.614864,0.520758,0.539
"391","Gm15972","hurdle",1.07950928706192e-07,-2.983619,-2.30355,0.680069,0.539
"66","Angptl8","hurdle",4.23858358832199e-07,-2.773512,-2.002468,0.771044,0.539
"46","Aebp2","hurdle",8.68033890324787e-06,-1.5098738,-0.9828394,0.5270344,0.539
"7","1700112E06Rik","hurdle",6.42331934554086e-08,-2.983619,-2.243926,0.739693,0.539
"892","Smpd1","hurdle",5.29200397713881e-06,-2.856305,-2.186668,0.669637,0.538
"737","Prnp","hurdle",1.84978823829126e-11,-3.117126,-2.186668,0.930458,0.538
"664","P2rx1","hurdle",4.34592205980985e-27,-3.316056,-2.397877,0.918179,0.538
"512","Kcnj16","hurdle",1.3006558812971e-26,-3.314885,-2.365744,0.949141,0.538
"307","Ell2","hurdle",0.000240900933869793,-2.516929,-1.930198,0.586731,0.538
"67","Ank2","hurdle",2.630603884738e-26,-3.312545,-2.27343,1.039115,0.538
"1090","Zfhx2","hurdle",1.03661324030089e-07,-2.835997,-2.10483,0.731167,0.537
"1085","Zbtb4","hurdle",3.68728390317548e-06,-2.843579,-2.131597,0.711982,0.537
"1074","Wdfy1","hurdle",0.00105421811906442,-2.010393,-1.488389,0.522004,0.537
"972","Tm7sf2","hurdle",4.555717819623e-05,-2.536594,-1.906891,0.629703,0.537
"927","St18","hurdle",1.21217067343047e-18,-3.281319,-2.365744,0.915575,0.537
"825","Sbsn","hurdle",0.000181388289778789,-2.630387,-2.027386,0.603001,0.537
"713","Plod3","hurdle",5.03531664726399e-06,-2.293382,-1.672657,0.620725,0.537
"618","Myrfl","hurdle",0.00108994932087516,-2.388762,-1.861376,0.527386,0.537
"525","Klhdc1","hurdle",1.82498768393002e-07,-2.837678,-2.10483,0.732848,0.537
"465","Hps5","hurdle",0.000148481311104446,-2.664299,-2.078551,0.585748,0.537
"397","Gm9530","hurdle",4.93667517268443e-26,-3.220824,-2.027386,1.193438,0.537
"51","AI846148","hurdle",9.1506929124901e-07,-2.884704,-2.131597,0.753107,0.537
"11","2210011C24Rik","hurdle",2.23502248004052e-11,-3.131491,-2.334312,0.797179,0.537
"914","Spire2","hurdle",3.2415907129067e-05,-2.252996,-1.672657,0.580339,0.536
"730","Ppp2r3c","hurdle",0.00203264109440757,-2.256366,-1.732861,0.523505,0.536
"694","Pir","hurdle",8.00553827347215e-06,-2.858864,-2.186668,0.672196,0.536
"668","Padi1","hurdle",1.50140679970529e-21,-3.304384,-2.464372,0.840012,0.536
"659","Optn","hurdle",0.00302047114777546,-2.119169,-1.596103,0.523066,0.536
"631","Nek7","hurdle",3.84458686984129e-05,-2.689129,-2.052741,0.636388,0.536
"492","Inafm2","hurdle",1.58655465835606e-06,-2.559997,-1.906891,0.653106,0.536
"327","Fam167a","hurdle",2.35688143852536e-24,-3.304384,-2.534081,0.770303,0.536
"47","Agbl3","hurdle",9.33438531470946e-08,-3.030925,-2.30355,0.727375,0.536
"863","Slc1a4","hurdle",5.38801030173911e-06,-2.770297,-2.052741,0.717556,0.535
"742","Prr15","hurdle",0.000123400768367528,-2.700557,-2.131597,0.56896,0.535
"355","Fkbp9","hurdle",2.30732448978177e-06,-2.961452,-2.30355,0.657902,0.535
"326","Fam105a","hurdle",1.65497566860861e-08,-3.044453,-2.243926,0.800527,0.535
"96","Atg14","hurdle",1.38741982504198e-05,-2.713621,-2.052741,0.66088,0.535
"932","Stambpl1","hurdle",0.000195450582793976,-2.725246,-2.186668,0.538578,0.534
"916","Sptb","hurdle",3.18248071117622e-22,-3.312545,-2.498806,0.813739,0.534
"753","Ptpre","hurdle",1.26529339327288e-07,-3.073877,-2.365744,0.708133,0.534
"643","Nrbp2","hurdle",2.95276769196321e-06,-2.927035,-2.243926,0.683109,0.534
"610","Mtmr7","hurdle",0.00125897571244918,-2.446603,-1.906891,0.539712,0.534
"558","Lsm14b","hurdle",0.000455812007467584,-2.641358,-2.131597,0.509761,0.534
"549","Lmbr1","hurdle",0.000679582465805797,-2.605823,-2.10483,0.500993,0.534
"503","Itpkb","hurdle",6.97884349254656e-07,-3.022294,-2.334312,0.687982,0.534
"10","2010005H15Rik","hurdle",1.06184963505569e-21,-3.309042,-2.243926,1.065116,0.534
"998","Tmem62","hurdle",3.68840016265751e-06,-2.998589,-2.365744,0.632845,0.533
"724","Pot1a","hurdle",0.000697983021972741,-2.665045,-2.131597,0.533448,0.533
"510","Kat2b","hurdle",0.000706622764507381,-2.671029,-2.15887,0.512159,0.533
"417","Grasp","hurdle",7.80202608275269e-06,-2.8908,-2.215013,0.675787,0.533
"341","Fam83h","hurdle",0.00010902498028768,-2.207175,-1.633872,0.573303,0.533
"234","Cpeb2","hurdle",8.11929944564908e-06,-2.944141,-2.30355,0.640591,0.533
"113","Atxn1","hurdle",6.29455207477169e-05,-2.610128,-1.977974,0.632154,0.533
"111","Atp8a1","hurdle",0.00226182108221571,-2.278461,-1.77444,0.504021,0.533
"71","Ap1s2","hurdle",6.65394772365595e-15,-3.273332,-2.570241,0.703091,0.533
"1083","Ypel5","hurdle",0.000294154755013458,-2.763089,-2.186668,0.576421,0.532
"976","Tmc8","hurdle",3.82839886926775e-05,-2.865709,-2.243926,0.621783,0.532
"954","Taf9b","hurdle",2.88674556865035e-13,-3.246281,-2.498806,0.747475,0.532
"817","Rusc1","hurdle",5.78092306379504e-11,-2.599391,-1.906891,0.6925,0.532
"573","Map2","hurdle",1.29086909584266e-18,-3.304384,-2.430742,0.873642,0.532
"567","Macrod2","hurdle",5.42695317328633e-08,-1.841891,-1.264515,0.577376,0.532
"376","Gdpd5","hurdle",0.000340234098529031,-2.772707,-2.215013,0.557694,0.532
"320","Esyt1","hurdle",0.000935315225208802,-2.643562,-2.078551,0.565011,0.532
"89","Armc7","hurdle",2.02915662230938e-06,-3.034777,-2.430742,0.604035,0.532
"846","Sgk3","hurdle",2.68253189361542e-07,-3.045424,-2.365744,0.67968,0.531
"806","Rom1","hurdle",5.83824780900263e-07,-3.103913,-2.464372,0.639541,0.531
"506","Izumo4","hurdle",0.000202552962195878,-2.187745,-1.672657,0.515088,0.531
"453","Hmox1","hurdle",3.71714616638752e-17,-3.297426,-2.430742,0.866684,0.531
"283","Dnajb2","hurdle",0.000886407809558489,-2.55584,-2.027386,0.528454,0.531
"27","Abcb9","hurdle",0.000265647554635115,-2.792138,-2.186668,0.60547,0.531
"1086","Zdhhc17","hurdle",1.71958406200432e-07,-2.869144,-2.215013,0.654131,0.53
"691","Pilrb2","hurdle",1.7547154832212e-22,-3.318402,-2.498806,0.819596,0.53
"599","Mn1","hurdle",1.04339335805862e-21,-3.318402,-2.534081,0.784321,0.53
"511","Kcnd3","hurdle",6.17236474417618e-21,-3.317229,-2.645398,0.671831,0.53
"389","Gm14295","hurdle",8.20351527796018e-08,-3.13046,-2.430742,0.699718,0.53
"279","Dhx58","hurdle",0.003590317165297,-2.471188,-1.953888,0.5173,0.53
"128","BC017643","hurdle",6.02250088351404e-05,-2.45755,-1.906891,0.550659,0.53
"123","Bahd1","hurdle",0.000825803419184963,-2.744043,-2.215013,0.52903,0.53
"1096","Zswim8","hurdle",0.0018400780524448,-2.496863,-1.977974,0.518889,0.529
"963","Tcf7l1","hurdle",2.41839720099764e-17,-3.303222,-2.60733,0.695892,0.529
"860","Slc16a2","hurdle",6.48655018763934e-08,-3.168043,-2.498806,0.669237,0.529
"845","Sfxn3","hurdle",0.000812217696048685,-2.801952,-2.27343,0.528522,0.529
"598","Mmp23","hurdle",3.83036675911683e-11,-3.245165,-2.534081,0.711084,0.529
"591","Micall1","hurdle",0.000480725751022889,-2.758304,-2.186668,0.571636,0.529
"526","Klhl18","hurdle",1.61583677350857e-06,-2.771903,-2.131597,0.640306,0.529
"488","Il18bp","hurdle",8.99627273184759e-09,-2.93962,-2.15887,0.78075,0.529
"180","Ccdc126","hurdle",1.25414920723118e-05,-3.054194,-2.464372,0.589822,0.529
"151","C030034I22Rik","hurdle",0.00115070788200729,-2.763089,-2.243926,0.519163,0.529
"90","Armcx1","hurdle",1.12979107122409e-08,-2.990149,-2.215013,0.775136,0.529
"1079","Xkr9","hurdle",2.74755940660152e-06,-3.09082,-2.498806,0.592014,0.528
"1037","Ttc22","hurdle",0.000954963810469163,-2.788881,-2.27343,0.515451,0.528
"789","Rgs14","hurdle",9.23558599052906e-12,-3.271059,-2.60733,0.663729,0.528
"575","Mapk1ip1","hurdle",0.000282316452571887,-2.797855,-2.243926,0.553929,0.528
"493","Inhbc","hurdle",1.24313086475755e-21,-3.320752,-2.684498,0.636254,0.528
"369","Gbp7","hurdle",0.000540491092312067,-2.847809,-2.30355,0.544259,0.528
"302","Efnb2","hurdle",8.09901154488726e-05,-2.850352,-2.186668,0.663684,0.528
"261","D6Wsu163e","hurdle",0.000323304005550694,-2.921675,-2.397877,0.523798,0.528
"1000","Tmem74b","hurdle",3.98781363100299e-12,-3.284755,-2.645398,0.639357,0.527
"937","Stox2","hurdle",2.69181771056817e-06,-3.114066,-2.498806,0.61526,0.527
"901","Snx32","hurdle",1.97780164691828e-17,-3.311376,-2.498806,0.81257,0.527
"853","Siae","hurdle",0.000250934813656794,-2.715165,-2.15887,0.556295,0.527
"781","Rdx","hurdle",1.7258696635329e-13,-3.293959,-2.60733,0.686629,0.527
"744","Prss53","hurdle",2.2583118754903e-14,-3.297426,-2.60733,0.690096,0.527
"449","Hk1os","hurdle",3.18323846149003e-09,-3.235158,-2.645398,0.58976,0.527
"412","Gpr18","hurdle",1.2341048448369e-17,-3.306711,-2.684498,0.622213,0.527
"135","Bicd1","hurdle",1.4531972957512e-06,-2.716711,-2.131597,0.585114,0.527
"28","Abcc10","hurdle",0.000153183582592499,-2.730703,-2.186668,0.544035,0.527
"1044","Tubg2","hurdle",1.09388560780641e-12,-3.282463,-2.60733,0.675133,0.526
"934","Stat2","hurdle",0.00141665365854169,-2.51088,-1.977974,0.532906,0.526
"810","Rsad2","hurdle",1.69892593885983e-07,-3.043482,-1.633872,1.40961,0.526
"734","Prdm13","hurdle",5.58658520806692e-20,-3.320752,-2.570241,0.750511,0.526
"673","Pcdh20","hurdle",1.6419645494215e-19,-3.316056,-2.684498,0.631558,0.526
"288","Dock8","hurdle",0.000398920126024509,-2.876903,-2.30355,0.573353,0.526
"281","Dmkn","hurdle",3.12191580371265e-11,-3.257491,-2.570241,0.68725,0.526
"129","BC022687","hurdle",2.19153684714775e-07,-3.199047,-2.645398,0.553649,0.526
"102","Atp2b2","hurdle",2.71654924644046e-18,-3.318402,-2.724687,0.593715,0.526
"35","Ablim3","hurdle",4.68123486527863e-19,-3.319577,-2.684498,0.635079,0.526
"34","Abi3","hurdle",7.54719436349393e-06,-2.789695,-2.215013,0.574682,0.526
"1047","U90926","hurdle",3.96017292936802e-17,-3.311376,-2.215013,1.096363,0.525
"865","Slc25a12","hurdle",0.000396857435657841,-2.72136,-2.215013,0.506347,0.525
"774","Rac3","hurdle",0.000427271287723726,-2.968803,-2.430742,0.538061,0.525
"687","Phldb3","hurdle",1.14528311952557e-05,-2.972493,-2.365744,0.606749,0.525
"658","Opn3","hurdle",6.35873373902566e-06,-3.138728,-2.60733,0.531398,0.525
"462","Hoxa5","hurdle",3.19153927222012e-09,-3.249635,-2.684498,0.565137,0.525
"388","Gm12976","hurdle",3.50308830577607e-13,-3.300901,-2.684498,0.616403,0.525
"235","Cpeb4","hurdle",3.09550770968061e-05,-3.077846,-2.570241,0.507605,0.525
"229","Col9a3","hurdle",4.83910685478349e-12,-3.292805,-2.684498,0.608307,0.525
"177","Ccbe1","hurdle",8.88313381600149e-06,-3.133555,-2.570241,0.563314,0.525
"1058","Unc13d","hurdle",2.74362813245238e-07,-3.224119,-2.684498,0.539621,0.524
"883","Slc6a9","hurdle",6.45483448426005e-05,-3.095842,-2.570241,0.525601,0.524
"165","Camkk1","hurdle",4.66354233455305e-10,-3.272195,-2.684498,0.587697,0.524
"875","Slc39a13","hurdle",1.4702011646274e-05,-3.018475,-2.464372,0.554103,0.523
"787","Rgma","hurdle",3.79759850946517e-14,-3.310208,-2.766028,0.54418,0.523
"782","Reep1","hurdle",1.82896711677924e-11,-3.296269,-2.766028,0.530241,0.523
"735","Prkcb","hurdle",4.60362496638451e-15,-3.314885,-2.766028,0.548857,0.523
"715","Plvap","hurdle",9.7055907871616e-13,-3.306711,-2.766028,0.540683,0.523
"666","P4ha1","hurdle",2.21793390013888e-06,-3.193654,-2.684498,0.509156,0.523
"636","Nfe2l3","hurdle",9.7112329796791e-08,-3.231837,-2.60733,0.624507,0.523
"546","Lipo1","hurdle",0.000652127325346406,-2.81266,-2.30355,0.50911,0.523
"461","Hoxa4","hurdle",1.17430751096181e-07,-3.242935,-2.684498,0.558437,0.523
"459","Hopxos","hurdle",2.28490374462015e-05,-3.135622,-2.60733,0.528292,0.523
"413","Gpr27","hurdle",1.05272888253361e-16,-3.318402,-2.684498,0.633904,0.523
"382","Gimap8","hurdle",3.51452625740677e-12,-3.299741,-2.684498,0.615243,0.523
"289","Dok2","hurdle",1.28499470102884e-11,-3.298583,-2.684498,0.614085,0.523
"226","Cnih3","hurdle",1.29619717262933e-15,-3.316056,-2.724687,0.591369,0.523
"136","Bik","hurdle",9.35415090834409e-05,-2.943235,-2.365744,0.577491,0.523
"116","Azin2","hurdle",5.38609514896287e-08,-3.246281,-2.724687,0.521594,0.523
"100","Atp1a2","hurdle",7.50370342493007e-17,-3.318402,-2.60733,0.711072,0.523
"81","Arhgap4","hurdle",6.64248004810567e-08,-3.248516,-2.724687,0.523829,0.523
"796","Rinl","hurdle",5.99748780398177e-10,-3.287051,-2.724687,0.562364,0.522
"712","Plod1","hurdle",1.88019390936832e-08,-3.228525,-2.60733,0.621195,0.522
"678","Pde8a","hurdle",7.70166108125233e-08,-3.229628,-2.645398,0.58423,0.522
"644","Nrep","hurdle",4.875209908879e-06,-3.140802,-2.534081,0.606721,0.522
"538","Lca5","hurdle",7.79464419644249e-05,-3.146001,-2.645398,0.500603,0.522
"416","Gpt2","hurdle",1.54827296977737e-06,-3.209895,-2.645398,0.564497,0.522
"368","Gbp3","hurdle",7.20883258126297e-05,-2.824281,-2.243926,0.580355,0.522
"21","5033430I15Rik","hurdle",0.000453772987972055,-2.986414,-2.464372,0.522042,0.522
"1091","Zfp385b","hurdle",1.96625555212052e-08,-3.263129,-2.60733,0.655799,0.521
"1070","Vsig2","hurdle",0.00431031631021645,-2.806061,-2.243926,0.562135,0.521
"757","Pzp","hurdle",5.00288510077709e-15,-3.311376,-2.808589,0.502787,0.521
"650","Nxpe2","hurdle",3.64671516679767e-17,-3.319577,-2.724687,0.59489,0.521
"364","Gabra1","hurdle",4.03728778551428e-13,-3.313714,-2.808589,0.505125,0.521
"230","Colq","hurdle",4.57634298093976e-15,-3.318402,-2.766028,0.552374,0.521
"159","Cacnb4","hurdle",3.92153646211751e-12,-3.310208,-2.808589,0.501619,0.521
"17","4833423E24Rik","hurdle",1.06861710398506e-15,-3.318402,-2.645398,0.673004,0.521
"955","Tanc2","hurdle",2.54811288917284e-05,-3.166986,-2.645398,0.521588,0.52
"747","Ptgis","hurdle",1.38411159276141e-06,-3.229628,-2.684498,0.54513,0.52
"686","Phf1","hurdle",0.00148731344940254,-2.942331,-2.430742,0.511589,0.52
"6","1700088E04Rik","hurdle",5.14176449535128e-05,-3.150174,-2.645398,0.504776,0.52
"477","Ifit1bl1","hurdle",1.90350338249103e-05,-2.689888,-1.249778,1.44011,0.519
"217","Cldn14","hurdle",2.71517472937843e-12,-3.314885,-2.766028,0.548857,0.519
"216","Clca2","hurdle",1.19989928811789e-12,-3.316056,-2.724687,0.591369,0.519
"1006","Tnc","hurdle",5.1744049286468e-11,-3.310208,-2.808589,0.501619,0.517
"330","Fam19a1","hurdle",7.47259705518793e-11,-3.314885,-2.766028,0.548857,0.517
"134","Bfsp2","hurdle",3.96361456595465e-15,-3.321928,-2.808589,0.513339,0.517
"859","Slamf9","hurdle",2.34848498541889e-09,-3.295114,-2.645398,0.649716,0.516
"119","B3gnt6","hurdle",1.60855963194661e-07,-3.2882,-2.766028,0.522172,0.516
"693","Pip5kl1","hurdle",6.99230831708161e-11,-3.319577,-2.684498,0.635079,0.515
"314","Epgn","hurdle",4.55718256825309e-07,-3.317229,-2.766028,0.551201,0.511
