"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.CycISC","log2fold_change","Auc"
"1490","Zwilch","hurdle",3.45382179602105e-61,-2.668978,-1.890548,0.77843,0.548
"1453","Xpo1","hurdle",3.82457204532163e-40,-2.203879,-1.588322,0.615557,0.548
"1273","Stag1","hurdle",1.60822034897822e-34,-1.980182,-1.433349,0.546833,0.548
"1160","Sema5a","hurdle",9.18319015903284e-33,-1.846028,-1.303458,0.54257,0.548
"1009","Prr11","hurdle",2.23921047824767e-69,-2.79772,-1.978936,0.818784,0.548
"833","Nkd1","hurdle",1.76838888151394e-40,-2.127425,-1.49208,0.635345,0.548
"268","Clca3a2","hurdle",3.72315949548202e-37,-2.04009,-1.440715,0.599375,0.548
"236","Cep89","hurdle",2.013221089482e-45,-2.334532,-1.652439,0.682093,0.548
"116","Bcl7a","hurdle",3.03259921415042e-32,-1.863398,-1.330568,0.53283,0.548
"79","Arl4c","hurdle",2.05201993545444e-53,-2.50786,-1.785219,0.722641,0.548
"43","Agpat4","hurdle",4.48040211759426e-32,-1.729959,-1.205056,0.524903,0.548
"1366","Traip","hurdle",3.4094251056961e-60,-2.688821,-1.957646,0.731175,0.547
"1343","Tmem194","hurdle",7.29187040562025e-54,-2.578285,-1.84423,0.734055,0.547
"1100","Rnaseh1","hurdle",5.38672115416807e-30,-1.828864,-1.31921,0.509654,0.547
"958","Pola1","hurdle",9.421520857164e-39,-2.170018,-1.572053,0.597965,0.547
"917","Pcm1","hurdle",1.01382159965653e-33,-1.983241,-1.4358,0.547441,0.547
"793","Myo1b","hurdle",1.40299461211711e-31,-1.861145,-1.353556,0.507589,0.547
"753","Mphosph10","hurdle",2.73388543164778e-36,-2.109931,-1.530857,0.579074,0.547
"601","Hunk","hurdle",5.67814525689452e-43,-2.343154,-1.682686,0.660468,0.547
"418","Exo1","hurdle",4.986371188668e-49,-2.475619,-1.794626,0.680993,0.547
"410","Esr1","hurdle",1.47940980439095e-54,-2.601604,-1.893914,0.70769,0.547
"403","Erdr1","hurdle",7.05303942749921e-30,-1.58673,-1.006179,0.580551,0.547
"234","Cep72","hurdle",1.66545305234364e-64,-2.772094,-1.975366,0.796728,0.547
"217","Cenpk","hurdle",8.90574588998455e-56,-2.587568,-1.820015,0.767553,0.547
"163","Ccdc61","hurdle",1.88098074846772e-40,-2.266608,-1.638256,0.628352,0.547
"1386","Ttf2","hurdle",2.83198812115656e-50,-2.548976,-1.86555,0.683426,0.546
"665","Krr1","hurdle",3.0076677241362e-31,-1.917386,-1.394688,0.522698,0.546
"564","Hmces","hurdle",4.16767789442618e-30,-1.870745,-1.359361,0.511384,0.546
"492","Gm8186","hurdle",5.51448690391852e-32,-2.014199,-1.484448,0.529751,0.546
"312","Dach1","hurdle",1.34653529506343e-37,-2.182623,-1.621419,0.561204,0.546
"299","Cstf2","hurdle",9.10872419831917e-37,-2.19038,-1.592417,0.597963,0.546
"292","Cpq","hurdle",5.56153888304602e-32,-1.737172,-1.198798,0.538374,0.546
"220","Cenpn","hurdle",4.71378265354618e-66,-2.827103,-2.029868,0.797235,0.546
"157","Cbx6","hurdle",6.01588183142726e-34,-2.009201,-1.433349,0.575852,0.546
"139","Bub1","hurdle",1.46444340356942e-74,-2.915515,-2.073094,0.842421,0.546
"138","Btf3l4","hurdle",1.81155645882423e-31,-1.983854,-1.463041,0.520813,0.546
"73","Arhgap19","hurdle",1.75892301075163e-50,-2.528272,-1.802512,0.72576,0.546
"35","Actg1","hurdle",3.68323358541622e-34,-2.022358,-1.465543,0.556815,0.546
"13","2700038G22Rik","hurdle",4.6247238616618e-32,-1.968008,-1.424803,0.543205,0.546
"1013","Psat1","hurdle",3.8598127022585e-48,-2.552607,-1.857312,0.695295,0.545
"799","Naa30","hurdle",3.42999973437342e-35,-2.186144,-1.621419,0.564725,0.545
"638","Kat2a","hurdle",3.76310643372979e-30,-1.936829,-1.433349,0.50348,0.545
"574","Hmgxb4","hurdle",3.91198072529248e-37,-2.259173,-1.678326,0.580847,0.545
"500","Gpld1","hurdle",3.52683808949978e-34,-2.140345,-1.568015,0.57233,0.545
"343","Dnttip2","hurdle",3.52795905347926e-29,-1.883836,-1.37574,0.508096,0.545
"295","Creb1","hurdle",1.57821188474642e-30,-1.958945,-1.439485,0.51946,0.545
"1156","Sde2","hurdle",4.01301047975387e-29,-1.870745,-1.355875,0.51487,0.544
"759","Mre11a","hurdle",1.55120853090057e-34,-2.214626,-1.636846,0.57778,0.544
"687","Lrrc40","hurdle",3.13160347647626e-33,-2.159597,-1.610302,0.549295,0.544
"390","Elp3","hurdle",1.40713223445178e-29,-1.943965,-1.412682,0.531283,0.544
"336","Dnajc17","hurdle",2.78425418933327e-30,-2.038179,-1.510046,0.528133,0.544
"26","A930009A15Rik","hurdle",1.34002523302562e-28,-1.5742196,-0.9943889,0.5798307,0.544
"20","4930579G24Rik","hurdle",1.8696311179997e-49,-2.613881,-1.914277,0.699604,0.544
"1307","Tdp1","hurdle",7.84609262671107e-43,-2.501705,-1.857312,0.644393,0.543
"1287","Suv39h2","hurdle",1.9561507597761e-44,-2.549883,-1.907457,0.642426,0.543
"1243","Sp3","hurdle",8.30088071104149e-31,-2.05289,-1.521716,0.531174,0.543
"1037","Ptpro","hurdle",1.22840002228282e-35,-2.286123,-1.682686,0.603437,0.543
"964","Pole","hurdle",3.08918061154446e-38,-2.376555,-1.76043,0.616125,0.543
"959","Pola2","hurdle",2.22908332213382e-30,-2.106591,-1.572053,0.534538,0.543
"915","Pcgf6","hurdle",2.76143059843985e-31,-2.122694,-1.580165,0.542529,0.543
"742","Mis12","hurdle",4.63109079843539e-38,-2.285367,-1.666763,0.618604,0.543
"624","Inip","hurdle",1.23882667155687e-28,-1.981405,-1.476856,0.504549,0.543
"556","Hist1h2ag","hurdle",3.01410009246732e-50,-2.672925,-1.973584,0.699341,0.543
"544","Hebp2","hurdle",2.02329803026559e-48,-2.623396,-1.92629,0.697106,0.543
"501","Gpn1","hurdle",4.72025579010517e-28,-1.935051,-1.42724,0.507811,0.543
"441","Fam84a","hurdle",3.72580307788169e-30,-2.059979,-1.529548,0.530431,0.543
"432","Fam110a","hurdle",1.10843565684046e-33,-2.202452,-1.629813,0.572639,0.543
"251","Chek2","hurdle",4.23061817856345e-35,-2.313586,-1.746671,0.566915,0.543
"206","Cdkn2d","hurdle",5.49965064838638e-38,-2.312047,-1.71358,0.598467,0.543
"169","Ccng2","hurdle",4.05173520904221e-42,-2.478207,-1.81522,0.662987,0.543
"88","Asrgl1","hurdle",1.67382290619613e-46,-2.606314,-1.92629,0.680024,0.543
"1005","Prpf4","hurdle",7.21723546801826e-29,-1.996163,-1.471817,0.524346,0.542
"876","Nup205","hurdle",3.26806535331451e-30,-2.113949,-1.593785,0.520164,0.542
"514","Gtpbp10","hurdle",2.7843759086937e-32,-2.241481,-1.68852,0.552961,0.542
"450","Fgfr1op","hurdle",5.53612257882124e-31,-2.185439,-1.651015,0.534424,0.542
"235","Cep83","hurdle",1.22393357022574e-32,-2.163063,-1.593785,0.569278,0.542
"104","B9d1","hurdle",5.14729648966143e-28,-1.994927,-1.49208,0.502847,0.542
"89","Asxl1","hurdle",1.4576131897143e-27,-1.983241,-1.48318,0.500061,0.542
"78","Arid5b","hurdle",4.80174593153025e-28,-1.923251,-1.397075,0.526176,0.542
"1292","Syne4","hurdle",1.02334611284076e-29,-2.094631,-1.566671,0.52796,0.541
"1168","Sestd1","hurdle",2.4987468849182e-28,-2.078836,-1.563988,0.514848,0.541
"1067","Rbl1","hurdle",3.64633124406408e-38,-2.463605,-1.842603,0.621002,0.541
"930","Phf11d","hurdle",9.50483041275537e-29,-2.008578,-1.456804,0.551774,0.541
"708","Mastl","hurdle",3.53123446537466e-65,-2.951016,-2.173829,0.777187,0.541
"524","H2-Q4","hurdle",4.77887729105619e-30,-2.16029,-1.62561,0.53468,0.541
"487","Gkap1","hurdle",1.60836820262288e-27,-2.004842,-1.488259,0.516583,0.541
"358","Ecscr","hurdle",3.10122706222639e-30,-2.157522,-1.615849,0.541673,0.541
"355","E2f5","hurdle",7.16097427552904e-27,-2.056108,-1.555967,0.500141,0.541
"330","Diaph3","hurdle",1.03290969819795e-56,-2.837033,-2.101999,0.735034,0.541
"246","Chaf1b","hurdle",1.31365010375111e-26,-1.935051,-1.424803,0.510248,0.541
"230","Cep44","hurdle",3.03245728748843e-31,-2.249563,-1.709126,0.540437,0.541
"203","Cdkn1b","hurdle",1.81051362119091e-36,-2.414872,-1.831264,0.583608,0.541
"164","Ccdc77","hurdle",3.02492659836514e-37,-2.395994,-1.765045,0.630949,0.541
"130","Brca2","hurdle",1.61664689359408e-43,-2.602545,-1.938403,0.664142,0.541
"1324","Ticrr","hurdle",1.1850038893462e-43,-2.65525,-1.995112,0.660138,0.54
"1236","Snx24","hurdle",5.15193538272543e-27,-2.034366,-1.532168,0.502198,0.54
"1147","Saal1","hurdle",3.28771385924097e-27,-2.072306,-1.559972,0.512334,0.54
"1105","Rnf168","hurdle",5.50586556503884e-31,-2.262142,-1.706164,0.555978,0.54
"1099","Rif1","hurdle",9.58094059723408e-28,-2.142395,-1.618631,0.523764,0.54
"1073","Rbm45","hurdle",1.22394171944086e-41,-2.579211,-1.934932,0.644279,0.54
"735","Mex3a","hurdle",4.24700801922903e-40,-2.554426,-1.940142,0.614284,0.54
"314","Dars2","hurdle",1.93317394534747e-29,-2.214626,-1.700258,0.514368,0.54
"303","Cuedc1","hurdle",7.99143219661056e-30,-2.167232,-1.60202,0.565212,0.54
"145","C2cd3","hurdle",4.34293112304056e-28,-2.138979,-1.613073,0.525906,0.54
"1484","Zkscan17","hurdle",3.58297013214358e-31,-2.339228,-1.775873,0.563355,0.539
"1420","Uimc1","hurdle",1.57230612630754e-28,-2.225453,-1.698786,0.526667,0.539
"1066","Rbbp8","hurdle",2.43412918267545e-30,-2.272585,-1.712094,0.560491,0.539
"794","Mysm1","hurdle",4.47206777513017e-28,-2.163757,-1.641082,0.522675,0.539
"718","Mcph1","hurdle",1.23672987817497e-42,-2.674902,-2.046629,0.628273,0.539
"714","Mcc","hurdle",5.21690428562189e-28,-2.223281,-1.700258,0.523023,0.539
"674","Lfng","hurdle",5.27309904839194e-35,-2.431491,-1.821616,0.609875,0.539
"639","Kat7","hurdle",1.39005141296261e-27,-2.138979,-1.620024,0.518955,0.539
"632","Isg20l2","hurdle",2.14028609638866e-27,-2.105257,-1.589686,0.515571,0.539
"555","Hist1h2af","hurdle",6.88716340235098e-57,-2.908518,-2.171785,0.736733,0.539
"518","H1fx","hurdle",8.8109882800467e-41,-2.514927,-1.796199,0.718728,0.539
"461","Foxq1","hurdle",2.3645326121536e-28,-2.12878,-1.572053,0.556727,0.539
"451","Fhdc1","hurdle",1.37065946850828e-41,-2.628178,-1.984308,0.64387,0.539
"1344","Tmem213","hurdle",1.42291338952824e-42,-2.626263,-1.961173,0.66509,0.538
"1193","Skp2","hurdle",1.57972121099072e-30,-2.394364,-1.867203,0.527161,0.538
"892","Orc2","hurdle",2.65821317138971e-30,-2.370934,-1.858956,0.511978,0.538
"663","Kpna3","hurdle",8.93336722351883e-29,-2.312047,-1.782097,0.52995,0.538
"439","Fam76b","hurdle",1.58549866227159e-29,-2.33219,-1.802512,0.529678,0.538
"317","Dck","hurdle",2.33107731313896e-30,-2.33063,-1.771222,0.559408,0.538
"228","Cep192","hurdle",1.95111119487373e-37,-2.61483,-2.005997,0.608833,0.538
"110","BC030867","hurdle",9.88328553027676e-52,-2.878586,-2.17998,0.698606,0.538
"1339","Tmem138","hurdle",3.18267560926541e-30,-2.410747,-1.86555,0.545197,0.537
"1316","Tgif2","hurdle",6.1671229814002e-32,-2.452538,-1.872174,0.580364,0.537
"1249","Spdl1","hurdle",1.48483883084004e-41,-2.719105,-2.0923,0.626805,0.537
"1113","Rnps1","hurdle",1.65347883274229e-28,-2.328294,-1.794626,0.533668,0.537
"1047","Rad18","hurdle",8.32083016577795e-44,-2.78165,-2.121596,0.660054,0.537
"1031","Pspc1","hurdle",7.1683451090085e-28,-2.285367,-1.763505,0.521862,0.537
"857","Nsl1","hurdle",4.90516903665157e-41,-2.683834,-2.080746,0.603088,0.537
"678","Lin54","hurdle",7.25026518304562e-33,-2.51139,-1.950619,0.560771,0.537
"613","Ikbkap","hurdle",1.24417015006685e-28,-2.232717,-1.69291,0.539807,0.537
"443","Fancd2","hurdle",3.4245808066267e-51,-2.878586,-2.202759,0.675827,0.537
"435","Fam175a","hurdle",8.06955529233808e-30,-2.374143,-1.832879,0.541264,0.537
"393","Eme1","hurdle",1.039518145322e-45,-2.808533,-2.151499,0.657034,0.537
"233","Cep57l1","hurdle",3.54958646155292e-33,-2.522029,-1.950619,0.57141,0.537
"213","Cenpc1","hurdle",7.8027691137378e-39,-2.67095,-2.052259,0.618691,0.537
"200","Cdk5rap1","hurdle",2.18282746060683e-24,-2.089346,-1.581521,0.507825,0.537
"160","Ccdc18","hurdle",6.12705161603805e-49,-2.875172,-2.200673,0.674499,0.537
"1470","Zfp101","hurdle",2.7092362015966e-34,-2.555337,-1.964708,0.590629,0.536
"1383","Tsr2","hurdle",5.33898381153427e-26,-2.205307,-1.700258,0.505049,0.536
"1303","Tcf7","hurdle",4.89210659043451e-33,-2.56264,-2.004177,0.558463,0.536
"1207","Smarcd3","hurdle",2.91859075330624e-28,-2.35341,-1.796199,0.557211,0.536
"1068","Rbm12","hurdle",1.55626583059233e-29,-2.455934,-1.924567,0.531367,0.536
"1061","Rasa3","hurdle",8.64325002720868e-27,-2.294459,-1.771222,0.523237,0.536
"923","Pds5b","hurdle",1.97385708601269e-29,-2.423989,-1.880497,0.543492,0.536
"636","Itgb3bp","hurdle",8.951836315842e-27,-2.258431,-1.742113,0.516318,0.536
"515","Gtse1","hurdle",8.84971425552355e-46,-2.84369,-2.196511,0.647179,0.536
"264","Cklf","hurdle",8.43721149232138e-40,-2.720125,-2.096172,0.623953,0.536
"229","Cep295","hurdle",7.13299691925438e-33,-2.578285,-2.0133,0.564985,0.536
"1096","Rgs12","hurdle",1.28510316217016e-34,-2.64165,-2.054141,0.587509,0.535
"453","Fignl1","hurdle",1.35149651188029e-36,-2.676883,-2.084587,0.592296,0.535
"437","Fam216a","hurdle",3.39061917611381e-33,-2.604428,-2.035433,0.568995,0.535
"277","Cmss1","hurdle",5.07246264981838e-33,-2.602545,-2.039156,0.563389,0.535
"186","Cdc27","hurdle",9.13706699778813e-29,-2.465315,-1.957646,0.507669,0.535
"1443","Wdr31","hurdle",6.68979781437865e-36,-2.712997,-2.119624,0.593373,0.534
"1352","Tnfrsf12a","hurdle",4.85766794600846e-21,-1.89359,-1.391116,0.502474,0.534
"864","Nt5dc2","hurdle",2.71796918281146e-51,-2.981283,-2.302115,0.679168,0.534
"640","Katnbl1","hurdle",4.8678162171456e-27,-2.453387,-1.941883,0.511504,0.534
"549","Hist1h1a","hurdle",1.12346565469254e-56,-3.024752,-2.308839,0.715913,0.534
"537","Haus5","hurdle",7.30475627554756e-34,-2.662098,-2.101999,0.560099,0.534
"175","Cd177","hurdle",1.40114993023241e-23,-2.279338,-1.777426,0.501912,0.534
"1338","Tmem116","hurdle",9.8718854284734e-29,-2.509624,-1.99692,0.512704,0.533
"1154","Sclt1","hurdle",9.93535348659906e-28,-2.532747,-2.004177,0.52857,0.533
"1076","Rbms1","hurdle",4.0324398301839e-34,-2.696834,-2.111764,0.58507,0.533
"822","Nfatc2ip","hurdle",5.89913066140588e-36,-2.764705,-2.17998,0.584725,0.533
"750","Mnd1","hurdle",2.70552120378009e-30,-2.626263,-2.101999,0.524264,0.533
"719","Mdc1","hurdle",4.10475946625223e-31,-2.649406,-2.113725,0.535681,0.533
"661","Kntc1","hurdle",1.38576803599218e-39,-2.839248,-2.219554,0.619694,0.533
"197","Cdk19","hurdle",2.7979893500171e-26,-2.472176,-1.954128,0.518048,0.533
"903","Palb2","hurdle",2.51867179081589e-29,-2.662098,-2.125547,0.536551,0.532
"21","4933406C10Rik","hurdle",1.70324779034642e-23,-2.374946,-1.867203,0.507743,0.532
"1452","Wwtr1","hurdle",1.20668524921226e-35,-2.831508,-2.249424,0.582084,0.531
"1200","Slfn9","hurdle",4.61318378130325e-26,-2.57736,-2.052259,0.525101,0.531
"1162","Sept6","hurdle",4.15056766054532e-26,-2.559897,-2.054141,0.505756,0.531
"1034","Pthlh","hurdle",1.83830422474134e-32,-2.728316,-2.143464,0.584852,0.531
"402","Ercc6l","hurdle",2.522417847816e-32,-2.772094,-2.219554,0.55254,0.531
"396","Emp2","hurdle",1.29416913306781e-25,-2.525593,-2.005997,0.519596,0.531
"129","Brca1","hurdle",7.92769951950711e-32,-2.754214,-2.19859,0.555624,0.531
"1376","Troap","hurdle",2.90835274316458e-41,-2.955816,-2.331481,0.624335,0.53
"1063","Rassf5","hurdle",1.73549983053719e-26,-2.64165,-2.121596,0.520054,0.53
"755","Mphosph9","hurdle",1.35832240136988e-34,-2.870632,-2.308839,0.561793,0.53
"751","Mns1","hurdle",6.76588364557169e-47,-3.019717,-2.404017,0.6157,0.53
"679","Lin9","hurdle",1.88839535320507e-26,-2.646492,-2.125547,0.520945,0.53
"655","Kifc5b","hurdle",1.00288200244524e-38,-2.917855,-2.320116,0.597739,0.53
"479","Gas2l3","hurdle",2.29064870491292e-41,-2.954615,-2.352167,0.602448,0.53
"433","Fam132b","hurdle",1.39536527091725e-26,-2.645523,-2.121596,0.523927,0.53
"346","Dsn1","hurdle",1.68490457938719e-38,-2.923721,-2.338343,0.585378,0.53
"105","B9d2","hurdle",2.69750086909686e-29,-2.67095,-2.121596,0.549354,0.53
"602","Hyls1","hurdle",1.17722896341051e-41,-2.983732,-2.384946,0.598786,0.529
"470","Fzd2","hurdle",1.40874361636954e-28,-2.756306,-2.225903,0.530403,0.529
"413","Etv4","hurdle",6.95824764602038e-35,-2.867237,-2.293199,0.574038,0.529
"406","Eri2","hurdle",3.82733729230377e-34,-2.867237,-2.304353,0.562884,0.529
"657","Klhl8","hurdle",2.95915648271832e-29,-2.80528,-2.266775,0.538505,0.528
"1054","Rad54b","hurdle",2.27460635666937e-30,-2.902714,-2.38969,0.513024,0.527
"809","Ncapg2","hurdle",6.95320159089785e-31,-2.880866,-2.340638,0.540228,0.527
"558","Hist1h3c","hurdle",3.00476525462445e-46,-3.10113,-2.49055,0.61058,0.527
"553","Hist1h2ab","hurdle",1.49209799281385e-46,-3.110466,-2.526671,0.583795,0.527
"120","Blm","hurdle",9.4892306662749e-31,-2.874035,-2.366124,0.507911,0.527
"790","Myef2","hurdle",2.96430400821225e-27,-2.832611,-2.322382,0.510229,0.526
"667","Krt31","hurdle",2.89539732587902e-29,-2.892324,-2.384946,0.507378,0.526
"551","Hist1h1d","hurdle",1.34796528032698e-42,-3.098474,-2.518854,0.57962,0.526
"429","Fads3","hurdle",3.15078628428967e-27,-2.830406,-2.326924,0.503482,0.526
"25","A930003A15Rik","hurdle",1.54874824644703e-41,-3.08395,-2.51108,0.57287,0.526
"1429","Vav3","hurdle",1.77145153717266e-26,-2.852615,-2.338343,0.514272,0.525
"938","Pif1","hurdle",1.09909396199562e-29,-2.921371,-2.416066,0.505305,0.525
"666","Krt15","hurdle",5.43179060761211e-39,-3.056623,-2.465292,0.591331,0.525
"720","Mdm1","hurdle",2.74276847863396e-32,-3.015953,-2.500778,0.515175,0.524
"366","Efcab11","hurdle",1.85349973839428e-31,-3.002233,-2.480394,0.521839,0.524
"306","Cxcl10","hurdle",1.09137645704159e-06,-3.069572,-2.450347,0.619225,0.506
"307","Cxcl9","hurdle",0.000101170631717491,-3.095822,-2.516258,0.579564,0.504
